antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({'classification', 'Parch', 'Survived'})",frozenset({'Fare'}),0.1875,0.9861111111111112,0.1875,1.0,1.0140845070422535,0.0026041666666666574,inf
"frozenset({'Parch', 'Fare', 'Survived'})",frozenset({'classification'}),0.1875,1.0,0.1875,1.0,1.0,0.0,inf
"frozenset({'classification', 'Parch'})","frozenset({'Fare', 'Survived'})",0.2708333333333333,0.6458333333333334,0.1875,0.6923076923076924,1.0719602977667495,0.012586805555555552,1.151041666666667
"frozenset({'Parch', 'Fare'})","frozenset({'classification', 'Survived'})",0.2708333333333333,0.6458333333333334,0.1875,0.6923076923076924,1.0719602977667495,0.012586805555555552,1.151041666666667
"frozenset({'Parch', 'Survived'})","frozenset({'classification', 'Fare'})",0.1875,0.9861111111111112,0.1875,1.0,1.0140845070422535,0.0026041666666666574,inf
frozenset({'Parch'}),"frozenset({'classification', 'Fare', 'Survived'})",0.2708333333333333,0.6458333333333334,0.1875,0.6923076923076924,1.0719602977667495,0.012586805555555552,1.151041666666667
"frozenset({'Embarked', 'classification', 'Parch'})",frozenset({'Survived'}),0.2708333333333333,0.6458333333333334,0.1875,0.6923076923076924,1.0719602977667495,0.012586805555555552,1.151041666666667
"frozenset({'Embarked', 'Parch', 'Survived'})",frozenset({'classification'}),0.1875,1.0,0.1875,1.0,1.0,0.0,inf
"frozenset({'classification', 'Parch', 'Survived'})",frozenset({'Embarked'}),0.1875,1.0,0.1875,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch'})","frozenset({'classification', 'Survived'})",0.2708333333333333,0.6458333333333334,0.1875,0.6923076923076924,1.0719602977667495,0.012586805555555552,1.151041666666667
"frozenset({'classification', 'Parch'})","frozenset({'Embarked', 'Survived'})",0.2708333333333333,0.6458333333333334,0.1875,0.6923076923076924,1.0719602977667495,0.012586805555555552,1.151041666666667
"frozenset({'Parch', 'Survived'})","frozenset({'Embarked', 'classification'})",0.1875,1.0,0.1875,1.0,1.0,0.0,inf
frozenset({'Parch'}),"frozenset({'Embarked', 'classification', 'Survived'})",0.2708333333333333,0.6458333333333334,0.1875,0.6923076923076924,1.0719602977667495,0.012586805555555552,1.151041666666667
"frozenset({'Embarked', 'classification', 'Fare'})",frozenset({'Survived'}),0.9861111111111112,0.6458333333333334,0.6458333333333334,0.6549295774647887,1.0140845070422535,0.00896990740740733,1.026360544217687
"frozenset({'Embarked', 'classification', 'Survived'})",frozenset({'Fare'}),0.6458333333333334,0.9861111111111112,0.6458333333333334,1.0,1.0140845070422535,0.00896990740740733,inf
"frozenset({'Embarked', 'Fare', 'Survived'})",frozenset({'classification'}),0.6458333333333334,1.0,0.6458333333333334,1.0,1.0,0.0,inf
"frozenset({'classification', 'Fare', 'Survived'})",frozenset({'Embarked'}),0.6458333333333334,1.0,0.6458333333333334,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'classification'})","frozenset({'Fare', 'Survived'})",1.0,0.6458333333333334,0.6458333333333334,0.6458333333333334,1.0,0.0,1.0
"frozenset({'Embarked', 'Fare'})","frozenset({'classification', 'Survived'})",0.9861111111111112,0.6458333333333334,0.6458333333333334,0.6549295774647887,1.0140845070422535,0.00896990740740733,1.026360544217687
"frozenset({'Embarked', 'Survived'})","frozenset({'classification', 'Fare'})",0.6458333333333334,0.9861111111111112,0.6458333333333334,1.0,1.0140845070422535,0.00896990740740733,inf
"frozenset({'classification', 'Fare'})","frozenset({'Embarked', 'Survived'})",0.9861111111111112,0.6458333333333334,0.6458333333333334,0.6549295774647887,1.0140845070422535,0.00896990740740733,1.026360544217687
"frozenset({'classification', 'Survived'})","frozenset({'Embarked', 'Fare'})",0.6458333333333334,0.9861111111111112,0.6458333333333334,1.0,1.0140845070422535,0.00896990740740733,inf
"frozenset({'Fare', 'Survived'})","frozenset({'Embarked', 'classification'})",0.6458333333333334,1.0,0.6458333333333334,1.0,1.0,0.0,inf
frozenset({'Embarked'}),"frozenset({'classification', 'Fare', 'Survived'})",1.0,0.6458333333333334,0.6458333333333334,0.6458333333333334,1.0,0.0,1.0
frozenset({'classification'}),"frozenset({'Embarked', 'Fare', 'Survived'})",1.0,0.6458333333333334,0.6458333333333334,0.6458333333333334,1.0,0.0,1.0
frozenset({'Fare'}),"frozenset({'Embarked', 'classification', 'Survived'})",0.9861111111111112,0.6458333333333334,0.6458333333333334,0.6549295774647887,1.0140845070422535,0.00896990740740733,1.026360544217687
frozenset({'Survived'}),"frozenset({'Embarked', 'classification', 'Fare'})",0.6458333333333334,0.9861111111111112,0.6458333333333334,1.0,1.0140845070422535,0.00896990740740733,inf
"frozenset({'SibSp', 'Sex', 'Pclass'})",frozenset({'Age'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Sex', 'Age'})",frozenset({'Pclass'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Age', 'Pclass'})",frozenset({'Sex'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Sex'})","frozenset({'Age', 'Pclass'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Pclass'})","frozenset({'Sex', 'Age'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Age'})","frozenset({'Sex', 'Pclass'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
frozenset({'SibSp'}),"frozenset({'Sex', 'Pclass', 'Age'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Sex', 'Pclass'})",frozenset({'Age'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Sex', 'Age'})",frozenset({'Pclass'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Age', 'Pclass'})",frozenset({'Sex'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Sex'})","frozenset({'Age', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Pclass'})","frozenset({'Sex', 'Age'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Age'})","frozenset({'Sex', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
frozenset({'Parch'}),"frozenset({'Sex', 'Pclass', 'Age'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Fare', 'Pclass'})",frozenset({'Age'}),0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Fare', 'Age'})",frozenset({'Pclass'}),0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Pclass', 'Age'})",frozenset({'Fare'}),1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Age', 'Fare', 'Pclass'})",frozenset({'Sex'}),0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Fare'})","frozenset({'Age', 'Pclass'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Pclass'})","frozenset({'Age', 'Fare'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Sex', 'Age'})","frozenset({'Fare', 'Pclass'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Fare', 'Pclass'})","frozenset({'Sex', 'Age'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Age', 'Fare'})","frozenset({'Sex', 'Pclass'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Age', 'Pclass'})","frozenset({'Sex', 'Fare'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
frozenset({'Sex'}),"frozenset({'Age', 'Fare', 'Pclass'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
frozenset({'Fare'}),"frozenset({'Sex', 'Pclass', 'Age'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
frozenset({'Pclass'}),"frozenset({'Sex', 'Fare', 'Age'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
frozenset({'Age'}),"frozenset({'Sex', 'Fare', 'Pclass'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Embarked', 'Sex', 'Pclass'})",frozenset({'Age'}),1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Sex', 'Age'})",frozenset({'Pclass'}),1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Age', 'Pclass'})",frozenset({'Sex'}),1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Pclass', 'Age'})",frozenset({'Embarked'}),1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Sex'})","frozenset({'Age', 'Pclass'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Pclass'})","frozenset({'Sex', 'Age'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Age'})","frozenset({'Sex', 'Pclass'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Pclass'})","frozenset({'Embarked', 'Age'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Age'})","frozenset({'Embarked', 'Pclass'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'Age', 'Pclass'})","frozenset({'Embarked', 'Sex'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
frozenset({'Embarked'}),"frozenset({'Sex', 'Pclass', 'Age'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
frozenset({'Sex'}),"frozenset({'Embarked', 'Age', 'Pclass'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
frozenset({'Pclass'}),"frozenset({'Embarked', 'Sex', 'Age'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
frozenset({'Age'}),"frozenset({'Embarked', 'Sex', 'Pclass'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'classification', 'Sex', 'Pclass'})",frozenset({'Age'}),1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'classification', 'Sex', 'Age'})",frozenset({'Pclass'}),1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'classification', 'Age', 'Pclass'})",frozenset({'Sex'}),1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Pclass', 'Age'})",frozenset({'classification'}),1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'classification', 'Sex'})","frozenset({'Age', 'Pclass'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'classification', 'Pclass'})","frozenset({'Sex', 'Age'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'classification', 'Age'})","frozenset({'Sex', 'Pclass'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Pclass'})","frozenset({'classification', 'Age'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Age'})","frozenset({'classification', 'Pclass'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'Age', 'Pclass'})","frozenset({'classification', 'Sex'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
frozenset({'classification'}),"frozenset({'Sex', 'Pclass', 'Age'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
frozenset({'Sex'}),"frozenset({'classification', 'Age', 'Pclass'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
frozenset({'Pclass'}),"frozenset({'classification', 'Sex', 'Age'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
frozenset({'Age'}),"frozenset({'classification', 'Sex', 'Pclass'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Sex', 'Fare'})",frozenset({'Pclass'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Sex', 'Pclass'})",frozenset({'Fare'}),0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'Fare', 'Pclass'})",frozenset({'Sex'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Sex'})","frozenset({'Fare', 'Pclass'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'Fare'})","frozenset({'Sex', 'Pclass'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Pclass'})","frozenset({'Sex', 'Fare'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
frozenset({'SibSp'}),"frozenset({'Sex', 'Fare', 'Pclass'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'Embarked', 'Sex'})",frozenset({'Pclass'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Embarked', 'Pclass'})",frozenset({'Sex'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Sex', 'Pclass'})",frozenset({'Embarked'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Embarked'})","frozenset({'Sex', 'Pclass'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Sex'})","frozenset({'Embarked', 'Pclass'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Pclass'})","frozenset({'Embarked', 'Sex'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
frozenset({'SibSp'}),"frozenset({'Embarked', 'Sex', 'Pclass'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'classification', 'Sex'})",frozenset({'Pclass'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'classification', 'Pclass'})",frozenset({'Sex'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Sex', 'Pclass'})",frozenset({'classification'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'classification'})","frozenset({'Sex', 'Pclass'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Sex'})","frozenset({'classification', 'Pclass'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Pclass'})","frozenset({'classification', 'Sex'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
frozenset({'SibSp'}),"frozenset({'classification', 'Sex', 'Pclass'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Sex', 'Fare'})",frozenset({'Pclass'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Sex', 'Pclass'})",frozenset({'Fare'}),0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Fare', 'Pclass'})",frozenset({'Sex'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Sex'})","frozenset({'Fare', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Fare'})","frozenset({'Sex', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Pclass'})","frozenset({'Sex', 'Fare'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
frozenset({'Parch'}),"frozenset({'Sex', 'Fare', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Embarked', 'Parch', 'Sex'})",frozenset({'Pclass'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch', 'Pclass'})",frozenset({'Sex'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Sex', 'Pclass'})",frozenset({'Embarked'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch'})","frozenset({'Sex', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Sex'})","frozenset({'Embarked', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Pclass'})","frozenset({'Embarked', 'Sex'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
frozenset({'Parch'}),"frozenset({'Embarked', 'Sex', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Sex', 'classification'})",frozenset({'Pclass'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'classification', 'Pclass'})",frozenset({'Sex'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Sex', 'Pclass'})",frozenset({'classification'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'classification'})","frozenset({'Sex', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Sex'})","frozenset({'classification', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Pclass'})","frozenset({'classification', 'Sex'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
frozenset({'Parch'}),"frozenset({'classification', 'Sex', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Sex', 'Fare'})",frozenset({'Pclass'}),0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Sex', 'Pclass'})",frozenset({'Fare'}),1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Embarked', 'Fare', 'Pclass'})",frozenset({'Sex'}),0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Fare', 'Pclass'})",frozenset({'Embarked'}),0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Sex'})","frozenset({'Fare', 'Pclass'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Embarked', 'Fare'})","frozenset({'Sex', 'Pclass'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Pclass'})","frozenset({'Sex', 'Fare'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Sex', 'Fare'})","frozenset({'Embarked', 'Pclass'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Pclass'})","frozenset({'Embarked', 'Fare'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Fare', 'Pclass'})","frozenset({'Embarked', 'Sex'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
frozenset({'Embarked'}),"frozenset({'Sex', 'Fare', 'Pclass'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
frozenset({'Sex'}),"frozenset({'Embarked', 'Fare', 'Pclass'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
frozenset({'Fare'}),"frozenset({'Embarked', 'Sex', 'Pclass'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
frozenset({'Pclass'}),"frozenset({'Embarked', 'Sex', 'Fare'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'classification', 'Sex', 'Fare'})",frozenset({'Pclass'}),0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'classification', 'Sex', 'Pclass'})",frozenset({'Fare'}),1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'classification', 'Fare', 'Pclass'})",frozenset({'Sex'}),0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Fare', 'Pclass'})",frozenset({'classification'}),0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'classification', 'Sex'})","frozenset({'Fare', 'Pclass'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'classification', 'Fare'})","frozenset({'Sex', 'Pclass'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'classification', 'Pclass'})","frozenset({'Sex', 'Fare'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Sex', 'Fare'})","frozenset({'classification', 'Pclass'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Pclass'})","frozenset({'classification', 'Fare'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Fare', 'Pclass'})","frozenset({'classification', 'Sex'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
frozenset({'classification'}),"frozenset({'Sex', 'Fare', 'Pclass'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
frozenset({'Sex'}),"frozenset({'classification', 'Fare', 'Pclass'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
frozenset({'Fare'}),"frozenset({'classification', 'Sex', 'Pclass'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
frozenset({'Pclass'}),"frozenset({'classification', 'Sex', 'Fare'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Embarked', 'classification', 'Sex'})",frozenset({'Pclass'}),1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'classification', 'Pclass'})",frozenset({'Sex'}),1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Sex', 'Pclass'})",frozenset({'classification'}),1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'classification', 'Sex', 'Pclass'})",frozenset({'Embarked'}),1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'classification'})","frozenset({'Sex', 'Pclass'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Sex'})","frozenset({'classification', 'Pclass'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Pclass'})","frozenset({'classification', 'Sex'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'classification', 'Sex'})","frozenset({'Embarked', 'Pclass'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'classification', 'Pclass'})","frozenset({'Embarked', 'Sex'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Pclass'})","frozenset({'Embarked', 'classification'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
frozenset({'Embarked'}),"frozenset({'classification', 'Sex', 'Pclass'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
frozenset({'classification'}),"frozenset({'Embarked', 'Sex', 'Pclass'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
frozenset({'Sex'}),"frozenset({'Embarked', 'classification', 'Pclass'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
frozenset({'Pclass'}),"frozenset({'Embarked', 'classification', 'Sex'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Age', 'Fare'})",frozenset({'Pclass'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Age', 'Pclass'})",frozenset({'Fare'}),0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'Fare', 'Pclass'})",frozenset({'Age'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Age'})","frozenset({'Fare', 'Pclass'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'Fare'})","frozenset({'Age', 'Pclass'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Pclass'})","frozenset({'Age', 'Fare'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
frozenset({'SibSp'}),"frozenset({'Age', 'Fare', 'Pclass'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'Embarked', 'Age'})",frozenset({'Pclass'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Embarked', 'Pclass'})",frozenset({'Age'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Age', 'Pclass'})",frozenset({'Embarked'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Embarked'})","frozenset({'Age', 'Pclass'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Age'})","frozenset({'Embarked', 'Pclass'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Pclass'})","frozenset({'Embarked', 'Age'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
frozenset({'SibSp'}),"frozenset({'Embarked', 'Age', 'Pclass'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'classification', 'Age'})",frozenset({'Pclass'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'classification', 'Pclass'})",frozenset({'Age'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Age', 'Pclass'})",frozenset({'classification'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
